shell,n_in_shell,r_mpc,phi_tick,theta_tick,omega,trichter_depth,x,y,z,alpha,delta_phi_tick
11,13,5500.0,2819.1690331492573,33294.20828569456,0.14915002372898337,0.10925425828237034,5443.58869411394,748.6820784179804,-229.24895572112663,1.5,0.0
11,13,5500.0,60300.16903314926,34570.39680923358,0.14915002372898337,0.10925425828237034,-5339.938764314981,1183.790011628828,-555.5742996489805,1.5,0.0
11,13,5500.0,106993.16903314926,26015.537940762202,0.14915002372898337,0.10925425828237034,2394.8295639830494,-4659.1848119390415,1611.2836165485949,1.5,0.0
11,13,5500.0,126861.16903314926,26573.501472435382,0.14915002372898337,0.10925425828237034,5235.5286911546855,-699.30005226996,1474.4203313517894,1.5,0.0
11,13,5500.0,38307.16903314926,31089.651972924123,0.14915002372898337,0.10925425828237034,-1550.5545423423846,5265.345539737049,335.8143312185439,1.5,0.0
11,13,5500.0,112897.16903314926,39952.95697671954,0.14915002372898337,0.10925425828237034,3541.6588788842255,-3718.686154658234,-1893.967429587292,1.5,0.0
11,13,5500.0,25783.169033149257,33955.88936239684,0.14915002372898337,0.10925425828237034,1729.3241618510756,5204.579106141472,-398.6314002545198,1.5,0.0
12,13,6000.0,60619.92543904064,37208.43683086762,0.13571900240734572,0.12910322209315772,-5718.2371507256275,1174.9627410923563,-1323.4514012719703,1.5,0.0
12,13,6000.0,28420.925439040642,28068.780019856225,0.13571900240734572,0.12910322209315772,1125.0330265231319,5759.352763343493,1194.14980821341,1.5,0.0
12,13,6000.0,3187.9254390406422,32898.46736770467,0.13571900240734572,0.12910322209315772,5926.749731403462,923.372737712217,-138.43289350949212,1.5,0.0
12,13,6000.0,11746.925439040642,34117.45629534018,0.13571900240734572,0.12910322209315772,5035.495307039519,3224.092945679718,-476.4623499506835,1.5,0.0
12,13,6000.0,93098.92543904064,38357.37105117138,0.13571900240734572,0.12910322209315772,-1136.0228366248916,-5638.172439218365,-1631.7161930132445,1.5,0.0
12,13,6000.0,97673.92543904064,34070.335948887354,0.13571900240734572,0.12910322209315772,137.39545309362146,-5978.758877576567,-463.4190612061145,1.5,0.0
12,13,6000.0,119306.92543904064,30983.65942223362,0.13571900240734572,0.12910322209315772,5255.889906525924,-2864.6372476002675,393.07117381964235,1.5,0.0
12,13,6000.0,9206.925439040642,30361.781503196362,0.13571900240734572,0.12910322209315772,5385.733227943676,2577.498261629493,565.1823171407308,1.5,0.0
12,13,6000.0,17269.925439040642,31199.28979925086,0.13571900240734572,0.12910322209315772,4010.1568912179864,4449.358178844539,333.30185561156594,1.5,0.0
12,13,6000.0,39412.92543904064,34861.28261439558,0.13571900240734572,0.12910322209315772,-1986.6728713226369,5616.312243267362,-681.9855842449366,1.5,0.0
12,13,6000.0,123098.92543904064,38353.34823438767,0.13571900240734572,0.12910322209315772,5468.481707187672,-1782.9966096701585,-1630.6451272731745,1.5,0.0
12,13,6000.0,51246.92543904064,31653.129489636056,0.13571900240734572,0.12910322209315772,-4747.591752307917,3662.4026382422912,207.39354905804674,1.5,0.0
12,13,6000.0,74416.92543904064,28315.000919812002,0.13571900240734572,0.12910322209315772,-5254.819753623811,-2644.4714106148463,1127.1820670318439,1.5,0.0
13,13,6500.0,97815.06085984944,26668.00655592171,0.12437770453059732,0.15035700664851914,186.35980400829624,-6247.849212287234,1689.3188084500412,1.5,0.0
13,13,6500.0,25144.060859849444,37659.55988539273,0.12437770453059732,0.15035700664851914,2167.268833317015,5904.647846364265,-1553.2558773171136,1.5,0.0
13,13,6500.0,20993.060859849444,29327.421717570007,0.12437770453059732,0.15035700664851914,3376.3982296861354,5469.8560410185755,913.9149309697943,1.5,0.0
13,13,6500.0,119219.06085984944,26630.725314132513,0.12437770453059732,0.15035700664851914,5472.744692289462,-3013.139074066307,1700.0191739190998,1.5,0.0
13,13,6500.0,87005.06085984944,39219.72165429669,0.12437770453059732,0.15035700664851914,-2916.490688203712,-5412.148345198024,-1999.10330704943,1.5,0.0
13,13,6500.0,99296.06085984944,26981.613908311505,0.12437770453059732,0.15035700664851914,636.7724331007154,-6244.633535869808,1599.0929943245858,1.5,0.0
13,13,6500.0,96149.06085984944,28912.465333874556,0.12437770453059732,0.15035700664851914,-326.31738690715093,-6398.994597608642,1036.2330512318663,1.5,0.0
13,13,6500.0,114626.06085984944,26788.53700211135,0.12437770453059732,0.15035700664851914,4682.335034733444,-4156.335051081767,1654.6868870320568,1.5,0.0
13,13,6500.0,3966.0608598494437,26170.93903137875,0.12437770453059732,0.15035700664851914,6091.478691273812,1185.9211594536403,1831.5183961222242,1.5,0.0
13,13,6500.0,104581.06085984944,24642.597864650328,0.12437770453059732,0.15035700664851914,2117.5407756981267,-5662.73219282598,2261.72477912227,1.5,0.0
13,13,6500.0,128548.06085984944,25197.405628461012,0.12437770453059732,0.15035700664851914,6099.781164553929,-311.35546265299274,2106.8665826465813,1.5,0.0
13,13,6500.0,51936.060859849444,27129.191829160813,0.12437770453059732,0.15035700664851914,-5105.0127834899495,3672.8063566470037,1556.5051856930186,1.5,0.0
13,13,6500.0,67360.06085984944,25164.78730856024,0.12437770453059732,0.15035700664851914,-6057.241870787852,-755.6804148727144,2116.0142939738,1.5,0.0
